gene_id	gene_name	GM12878_REP1	GM12878_REP2	H1_REP1	H1_REP2	K562_REP1	K562_REP2	MCF7_REP1	MCF7_REP2
ENSG00000176533	GNG7	2446.995	2881	875.75	1417.324	2	20	145.249	146.228
ENSG00000176540	OR4C5	0	0	0	0	0	0	0	0
ENSG00000176542	KIAA2018	3021.691	2710.636	5447.872	3091.417	1207.183	1176	9156.564	7848.633
ENSG00000176547	OR4C3	0	0	0	0	0	0	0	0
ENSG00000176555	OR4S1	0	0	0	0	0	0	0	0
ENSG00000176563	CNTD1	3	0	0	3	7	17	1	6
ENSG00000176566	DCAF4L2	0	0	0	0	1210	1775	1	0
ENSG00000176567	OR4X1	0	0	0	0	0	0	0	0
ENSG00000176571	CNBD1	0	0	0	0	0	0	3	1
ENSG00000176584	DMBT1P1	0	0	3	0	0	0	1	1
ENSG00000176593	CTD-2368P22.1	521	471.001	2293.864	2758.078	0	0	762.006	933.672
ENSG00000176595	KBTBD11	0	0	515.093	485.038	0	0	416	326
ENSG00000176597	B3GNT5	89	77	448	275.999	2520	3151	457	445
ENSG00000176601	MAP3K19	7	0	0	0	0	22	1	0
ENSG00000176605	C14orf177	0	0	0	0	0	0	0	0
ENSG00000176619	LMNB2	20576.632	23402.45	32035.667	38783.689	21391.17	24690.92	9733.532	15079.279
ENSG00000176623	RMDN1	3053.998	3011.002	1112.053	839.057	2105	2803.001	6514.411	5949.82
ENSG00000176624	MEX3C	2725	2403	10647.274	6264.17	864	1191	4853.985	3718.162
ENSG00000176635	HORMAD2	0	0	5	4	0	0	0	0
ENSG00000176641	RNF152	1	0	130.746	153.639	0	31	921.119	560.001
ENSG00000176654	NANOGP1	0	0	307.607	239.446	0	1.006	0	2
ENSG00000176658	MYO1D	4410.001	4571	2436.496	2417.981	6851.999	8736.999	4222.25	5246.995
ENSG00000176659	C20orf197	3	0	1	0	0	0	694	728
ENSG00000176678	FOXL1	0	0	8	10	0	0	2	1
ENSG00000176679	TGIF2LY	0	0	0	0	0	0	0	0
ENSG00000176681	LRRC37A	557.684	343.664	347.037	261.412	488.872	321.302	154.583	228.653
ENSG00000176692	FOXC2	0	0	0	2	0	13	1	2.003
ENSG00000176695	OR4F17	0	0	2	1	0	0	1	0
ENSG00000176697	BDNF	1	9	693.001	370.001	0	0	44.999	16
ENSG00000176700	SCAND2P	237	254	236.287	195	667.917	841.064	860.827	1130.465
ENSG00000176714	CCDC121	70	38	100.999	71	299	418	513	365
ENSG00000176715	ACSF3	3568	3931.716	2085.782	2761.733	2005.999	2905.469	2642.312	3468.724
ENSG00000176716	OR10AB1P	6	0	10	4	0	0	1	0
ENSG00000176720	BOK	1	10	6878.944	7440.343	254	402	1681	2100
ENSG00000176723	ZNF843	2	20	48	35	1	3	14.003	23.29
ENSG00000176728	TTTY14	0	0	198.999	165.003	0	0	0	1
ENSG00000176731	C8orf59	2314.999	2114.003	1069.056	469	3032	4544.587	3264.452	3232.287
ENSG00000176732	PFN4	41	35	7	9	30	2	38	38.001
ENSG00000176734	TRIL	0	0	437.201	244.546	0	0	32	42
ENSG00000176742	OR51V1	0	0	0	0	0	0	0	0
ENSG00000176746	MAGEB6	0	0	0	0	11	0	7	10
ENSG00000176748	OR52Z1	0	0	0	0	0	0	0	0
ENSG00000176749	CDK5R1	2899	2893	800.127	1039	386	461	362	249
ENSG00000176752	OR51A1P	0	0	0	0	0	0	0	0
ENSG00000176753	C15orf56	5	0	78	100	0	0	21	17
ENSG00000176754	LINC00303	0	0	0	0	0	0	2	0
ENSG00000176761	ZNF285B	0	0	0	0	0	0	0	0
ENSG00000176769	TCERG1L	0	0	780.062	679.008	0	0	3	2
ENSG00000176771	NCKAP5	26	8	100	55	0	0	1507.001	1290
ENSG00000176774	MAGEB18	0	0	0	0	0	0	0	0
ENSG00000176782	DEFB104A	0	0	0	0	0	0	0	0
ENSG00000176783	RUFY1	3000.001	3027	2758.862	1961.954	2594	3649	6350.1	6371.866
ENSG00000176787	OR52E2	0	0	0	0	0	0	0	0
ENSG00000176788	BASP1	16879.142	18959	11745.774	7065.207	2	0	7524.586	10173.359
ENSG00000176797	DEFB103A	0	0	0	0	0	0	0	0
ENSG00000176798	OR51L1	0	4	0	0	0	0	0	0
ENSG00000176809	LRRC37A3	393.391	569.45	448.654	515.802	218.321	333.572	2125.948	1903.012
ENSG00000176812	RP11-629O4.1	0	0	0	0	0	0	0	0
ENSG00000176824	AC009951.1	0	0	0	0	112	48	0	0
ENSG00000176826	FKBP9L	1.575	1.04	12.166	11.341	267.527	156.339	3.399	5.409
ENSG00000176834	VSIG10	167	111	5441.007	5129.526	110	140	5262.986	4803.44
ENSG00000176840	MIR7-3HG	0	0	4	0	0	0	0	0
ENSG00000176842	IRX5	0	0	79.092	176.896	217	243	644.085	899.975
ENSG00000176845	METRNL	125	144	952.807	1384.263	912	1197	1896.141	3034.889
ENSG00000176853	FAM91A1	4867.965	4373.992	1927.908	1342.649	2828	3586.993	24392.065	21486.797
ENSG00000176855	KRT18P28	0	0	0	0	0	0	7.018	4.002
ENSG00000176857	GJA1P1	0	0	7.031	0	0	0	0	0
ENSG00000176868	AL358781.1	8	10	4	2	9	0	17	59
ENSG00000176871	WSB2	4106.999	4087	5653.355	3998.16	3750	4285.999	7067.11	6286.294
ENSG00000176879	OR51G1	0	0	0	0	0	0	0	0
ENSG00000176882	RP11-432M24.4	0	0	0	0	0	0	0	0
ENSG00000176884	GRIN1	10	4	141	242.002	15	34	1	5
ENSG00000176887	SOX11	0	0	6369.928	6060.379	0	0	3	0
ENSG00000176890	TYMS	13653.001	13512	7927.696	4644.408	19119	23903.999	7866.063	9911.671
ENSG00000176893	OR51G2	0	0	0	0	0	0	0	0
ENSG00000176894	PXMP2	2820.916	3253.351	709.452	811.709	2482.058	3043.205	1111.566	1689.261
ENSG00000176895	OR51A7	0	0	0	0	0	0	0	0
ENSG00000176896	TCEANC	318.022	270	211.07	140.387	209.999	216.999	458.212	403.056
ENSG00000176900	OR51T1	0	0	0	0	0	0	0	0
ENSG00000176903	PNMA1	1688	1809	2885	3718.638	1345	2044	7058.067	7939.737
ENSG00000176904	OR51H1P	0	0	0	0	0	0	0	0
ENSG00000176907	C8orf4	0	0	2	0	0	0	450	175
ENSG00000176909	MAMSTR	24	43	279.999	293	63	105	24	30
ENSG00000176912	C18orf56	150	221	1404.239	1835	319	580	111	134
ENSG00000176915	ANKLE2	10180.343	10243.644	5322.305	5177.65	7088.002	9256.115	15868.02	18874.318
ENSG00000176919	C8G	0	14	34	32	87.001	133.999	14	28
ENSG00000176920	FUT2	3.084	13.132	613.26	518.83	11.128	0	5.987	2.007
ENSG00000176922	OR51S1	0	0	0	0	0	0	0	0
ENSG00000176923	OR7A15P	0	0	0	0	0	0	0	0
ENSG00000176925	OR51F2	0	0	7	4	0	0	0	0
ENSG00000176927	EFCAB5	148.001	48	15	7	7	4	19	23.999
ENSG00000176928	GCNT4	1	0	199	134	0	0	57	50
ENSG00000176933	TOB2P1	27	23	56	93.423	144	289	48	71
ENSG00000176937	OR52R1	0	0	0	0	0	0	0	0
ENSG00000176945	MUC20	31.314	46.731	44.496	28.796	6	8	410.867	421.771
ENSG00000176946	THAP4	4434.001	5336.999	7913.83	8709.078	3942	4994.074	2848.564	3661.362
ENSG00000176951	OR51N1P	0	0	0	3	0	0	0	0
ENSG00000176953	NFATC2IP	8067.999	7946.999	9516.827	8001.459	10025	11646.686	12243.385	13873.838
ENSG00000176956	LY6H	0	0	61	61	0	0	47	34
ENSG00000176970	RPL7L1P11	0	0	0	1	0	0	0	0
ENSG00000176971	FIBIN	0	0	43	25	1	0	2	4
ENSG00000176973	FAM89B	2010.397	2744.394	2522.352	2600.516	1692.814	1730.702	1263.207	1432.128
ENSG00000176974	SHMT1	3849.963	3935	4664.487	4161.57	2407.999	3054.001	4713.698	6792.912
ENSG00000176978	DPP7	11167	13280	1874.001	2173.252	15253.001	19167	2448.009	4460.956
ENSG00000176979	TRIM60	0	0	1	0	0	0	0	1
ENSG00000176984	AP000679.2	0	0	0	0	0	0	5	5
ENSG00000176986	SEC24C	15453	16997	18236.351	16347.393	12353.067	16354	13387.008	16836.466
ENSG00000176988	FMR1NB	0	0	0	0	96	243	3	3
ENSG00000176994	SMCR8	1857	1599	1802.098	2311.273	573	625	2361	2686.134
ENSG00000176998	HCG4	3	0	201	211	0	5	94	94
ENSG00000177000	MTHFR	3158	3043.999	3034.285	3659.352	12621.48	17782.994	1313.813	1308.039
ENSG00000177025	C19orf18	10	0	9.136	5.157	0	0	7	7
ENSG00000177030	DEAF1	3648	3991	7234.907	8069.163	4096.999	4735.999	931.919	1078.55
ENSG00000177034	MTX3	1703	1344	1550.03	1198.727	26	29	3584	3323.096
ENSG00000177042	TMEM80	1695	1784.999	1399.002	1567.055	1937.999	1579	935.999	1229
ENSG00000177045	SIX5	945	1068	3549.603	5343.503	1058.999	1365.999	510	680
ENSG00000177047	IFNW1	0	3	0	0	0	0	1	0
ENSG00000177051	FBXO46	3778	4508	2210.18	3526.118	1634	2176	906.999	868
ENSG00000177054	ZDHHC13	2562	1938.999	3706.815	1847.193	1247.999	1469	4141.657	3468.043
ENSG00000177058	SLC38A9	1237.211	1021.487	3663.47	1538.276	1004.399	1341.817	2276.601	1805.026
ENSG00000177076	ACER2	311	226	1284.952	1109.213	425	315	1301	1097
ENSG00000177082	WDR73	1879.002	1774.999	2567.595	2201.142	2125.001	2466.097	4433.169	5018.486
ENSG00000177084	POLE	14076.478	15503	18392.699	21350.706	14941.998	21984.293	18520.081	26055.884
ENSG00000177096	FAM109B	331	355	1147	1140.179	30	8	159	192
ENSG00000177098	SCN4B	2	4	1309	1003.244	0	0	7	9
ENSG00000177103	DSCAML1	19	34	105	106	0	0	36	62
ENSG00000177105	RHOG	9338	10480.999	5103.288	4857.004	7871	8246.703	759	951
ENSG00000177106	EPS8L2	978.001	1029	6020.897	6537.01	743	968.017	5576.489	9215.429
ENSG00000177108	ZDHHC22	0	0	5196.293	5288.946	0	0	665.082	491.006
ENSG00000177112	MRVI1-AS1	1	0	8	5	0	15	0	1
ENSG00000177119	ANO6	5013	4013	6053.179	3914.444	3482.002	3387	7912.015	8402.403
ENSG00000177125	ZBTB34	1224	1449	3648.28	2172.592	2480	3522	4550	3877.434
ENSG00000177133	LINC00982	0	0	3	17	0	0	70	81.001
ENSG00000177138	FAM9B	0	0	2.003	0	133	246	6.835	2.001
ENSG00000177143	CETN1	0	0	0	0	0	19	0	0
ENSG00000177144	NUDT4P1	389.445	148.731	0	0	1244.527	1099.768	328.421	280.521
ENSG00000177150	FAM210A	2154.607	1899.95	1428.723	914.008	2516.926	2926.462	2161.585	2114.77
ENSG00000177151	OR2T35	6.503	0	0	0	0	0	0	0
ENSG00000177156	TALDO1	12149.001	13186	19088.172	17994.831	26264.852	32490.584	6025.329	8424.648
ENSG00000177169	ULK1	1650	1905	4227.679	7469.254	2641	4163.001	11280.739	17129.565
ENSG00000177173	NAP1L4P1	298.066	245	4	7	73	54	86.017	92
ENSG00000177174	OR14C36	0	0	0	0	0	0	0	0
ENSG00000177181	RIMKLA	7	25	2080	1229	0	1	384	369.802
ENSG00000177182	CLVS1	110	88	23	15	0	1	2.002	8
ENSG00000177186	OR2M7	0	0	0	0	0	0	0	0
ENSG00000177189	RPS6KA3	4393	3556	2223.692	948.001	8250.999	10007	8861.104	8137.199
ENSG00000177191	B3GNT8	17	22	85	67	104	72	9	3
ENSG00000177192	PUS1	3233.999	4295.999	4882.982	5440.243	4781	6295.999	3161.019	4704.373
ENSG00000177197	PCNPP5	0	1	0	0	1.001	0	1.007	0
ENSG00000177200	CHD9	6623.174	5716	3587.246	1705.001	5304.021	7700.997	8624.683	8145.378
ENSG00000177201	OR2T12	0	0	0	0	0	0	0	0
ENSG00000177202	SPACA4	0	0	0	1	0	0	2	4
ENSG00000177212	OR2T33	0	0	0	1	0	2	0	0
ENSG00000177225	PDDC1	9486.741	9479.963	9073.782	13961.323	14908.672	17893.514	1833.477	2810.981
ENSG00000177233	OR2M1P	0	0	0	0	0	0	0	0
ENSG00000177234	C10orf85	0	0	0	0	0	0	0	0
ENSG00000177236	AP006621.1	161	88	176	221	204	241	29	34
ENSG00000177238	TRIM72	41	49	139	166.643	0	0	0	4
ENSG00000177239	MAN1B1	3189	3545	8375.903	8203.858	3875.999	4644.999	9599.493	12269.932
ENSG00000177257	DEFB4B	0	0	0	0	0	0	0	0
ENSG00000177261	ENSAP3	0	0	0	0	0	0	0	0
ENSG00000177272	KCNA3	271	215	198	190.904	0	0	0	0
ENSG00000177275	OR2AJ1	0	0	0	0	0	0	0	0
ENSG00000177283	FZD8	11	12	1273.634	1520.67	33	13	357.325	555
ENSG00000177291	GJD4	2	0	0	0	0	0	2.033	6
ENSG00000177294	FBXO39	0	11	17	24	0	0	0	0
ENSG00000177300	CLDN22	0	0	0	0	11	0	0	2
ENSG00000177301	KCNA2	0	12	53	34	0	0	2	0
ENSG00000177302	TOP3A	3478.001	4046	3402.484	3278.978	2626.001	2864	3308.169	3971.678
ENSG00000177303	CASKIN2	115	171	1708.172	2853.012	650	858	1974.463	3118.951
ENSG00000177306	OR7E125P	0	0	11.233	44.673	0	0	0	1.007
ENSG00000177311	ZBTB38	10924.004	9866.108	938	572	2455.999	3153	3038.999	2972.002
ENSG00000177324	BEND2	0	0	0	0	0	8.002	3.001	1
ENSG00000177335	C8orf31	312	395.999	32	33	0	0	119	47
ENSG00000177337	DLGAP1-AS1	113	86	422	393.674	303.178	386	584.244	430
ENSG00000177338	LINC00469	0	0	0	0	0	0	0	0
ENSG00000177340	AC024940.1	16	10	8	14	4	2	7	12
ENSG00000177350	RPL13AP3	2	1	13.015	6.003	1	3	8.008	6.004
ENSG00000177352	CCDC71	2490	2892	6491.005	6584.317	1537	1672	1076	1353.216
ENSG00000177354	C10orf71	0	1	1	1.001	259	385	0	0
ENSG00000177359	RP11-551L14.1	42.479	19.063	193.275	115.812	38.998	45.333	59.441	63.478
ENSG00000177363	LRRN4CL	3	0	11.001	8.003	14	5	21.091	8.001
ENSG00000177369	RP1-62O9.3	1	0	9.164	15.014	0	0	6.086	2.007
ENSG00000177370	TIMM22	1637	1768	2926.14	2492	1732	1752	1590	2106
ENSG00000177374	HIC1	3578	5025.001	9	19	219	160	5	13
ENSG00000177380	PPFIA3	112.999	92	2008.9	2820.359	3064	3777.002	1151.998	1773.999
ENSG00000177383	MAGEF1	3577	3635	2981.976	2909.244	3090	3479	4684.621	4980
ENSG00000177398	UMODL1	13	7	1	7	0	0	2	1
ENSG00000177400	OR7E8P	0	0	0	1	0	0	0	0
ENSG00000177406	RP11-218M22.1	751	660	337	314	422	401	195	205
ENSG00000177409	SAMD9L	7228.967	5447	1	1.004	92	73	5.002	4
ENSG00000177410	ZFAS1	7420.92	7364	9118.897	4637.8	7012	10300.156	13157.705	11374.021
ENSG00000177414	UBE2U	0	0	1	0	0	0	1	0
ENSG00000177418	AC006001.1	0	0	6	4	1	3	0	2
ENSG00000177425	PAWR	3430.999	2734.001	15332.478	9312.091	2	0	25224.901	19778.082
ENSG00000177426	TGIF1	297	288.999	11919.375	10366.837	2159.999	2456	4684	3363.961
ENSG00000177427	MIEF2	558.001	586	2192.87	2327.876	455	579.033	796.053	1110.521
ENSG00000177432	NAP1L5	366	325	170	91	875	1068	62	70
ENSG00000177447	CBX3P1	0	0	0	0	0	0	3	0
ENSG00000177452	RP4-597J3.1	0	0	0	0	1	0	0	0
ENSG00000177453	NIM1K	57	84	2	5	0	20	59.152	50.022
ENSG00000177455	CD19	10522	11243.999	38	115	152	158.999	1	1
ENSG00000177459	C8orf47	5	0	55.025	29	0	0	14	20
ENSG00000177462	OR2T8	0	0	0	0	6.33	0	0	0
ENSG00000177463	NR2C2	1383	1272.979	1543.999	1794.904	1296	1246.001	2853.56	2663.286
ENSG00000177464	GPR4	2	3	80	48	1	4	19.161	23.158
ENSG00000177465	ACOT4	362	307	165	157	0	0	572.751	895
ENSG00000177468	OLIG3	0	0	180	154	0	0	0	0
ENSG00000177469	PTRF	116	74	4377.001	5206.115	12541	19908.218	810.678	931.774
ENSG00000177476	OR2G3	0	0	0	0	0	0	0	0
ENSG00000177479	ARIH2	7196.433	6682.995	14469.331	10424.254	10781.001	12692.493	9554.146	9994.759
ENSG00000177483	RBM44	164	95	41	24	67	49	108.209	67
ENSG00000177485	ZBTB33	2950	2486	1085.114	615.013	2977	3464	6894	4300.097
ENSG00000177489	OR2G2	0	0	0	0	0	0	0	0
ENSG00000177494	ZBED2	24	7	0	0	0	0	5	6
ENSG00000177504	VCX2	0	0	0	1.572	0	0	0	0
ENSG00000177508	IRX3	0	0	109.097	280.89	0	0	291.912	403.531
ENSG00000177511	ST8SIA3	0	0	960.956	499	0	0	0	0
ENSG00000177519	RPRM	0	13	1011.021	1135.391	0	0	141	172
ENSG00000177535	OR2B11	0	0	0	0	0	0	0	0
ENSG00000177542	SLC25A22	1723.999	2411.999	5428.949	7589.681	2788	3927	601.001	997.352
ENSG00000177548	RABEP2	2743.001	3187	1180.211	1418.056	931.001	1328	1280.346	1871.999
ENSG00000177551	NHLH2	9	0	261	319	0	0	301	201
ENSG00000177553	RP11-56N19.5	0	0	0	0	0	0	1	5
ENSG00000177556	ATOX1	4680.999	4396.999	3543.26	3239.606	1622.001	2592.001	2734.978	3229.001
ENSG00000177558	FAM187B	0	0	1	6	0	0	0	3
ENSG00000177565	TBL1XR1	8002.998	7583	7652.114	4077.604	7881.001	10932.002	15814.5	12546.801
ENSG00000177570	SAMD12	1355	1120.001	689.571	459.6	0	0	2777.439	2105.965
ENSG00000177575	CD163	0	0	5	3	0	0	3	1
ENSG00000177576	C18orf32	2172.198	1686.572	1137.522	802.311	1515.885	1901.275	2025.874	1696.952
ENSG00000177586	OR7E149P	0	0	0	0	0	0	0	0
ENSG00000177590	RP5-1051J4.6	0	0	0	0	0	0	0	0
ENSG00000177595	PIDD	5578.191	6593.999	4647.887	7533.03	5218.001	6801.999	690.581	1058.167
ENSG00000177596	AL355390.1	0	0	0	0	0	0	0	0
ENSG00000177599	ZNF491	81	31	36	25	25	23	65	59
ENSG00000177600	RPLP2	52384.031	63223.008	111329.098	133524.624	45987.871	65062.932	13224.611	16171.219
ENSG00000177602	GSG2	1500	1533	1519.222	2037.087	840	1082	915.265	1107.011
ENSG00000177606	JUN	1087	1076	1205.534	1446.994	3127	3222	3075	3198.171
ENSG00000177613	CSTF2T	3219	3201	2582.249	2345.365	3708	4543.362	2135	2406
ENSG00000177614	PGBD5	0	0	3617.146	3187.109	22	0	306	386
ENSG00000177627	C12orf54	93	98	0	1	0	0	22.001	5
ENSG00000177628	GBA	1997.079	2144.982	1634.077	1550.809	1207.218	1675.475	2692.646	3090.792
ENSG00000177640	CASC2	11	11	59	44	49	37	185	176.999
ENSG00000177646	ACAD9	5082	5319.493	4115.771	4156.547	2526	3141	6429.399	9188.961
ENSG00000177663	IL17RA	1744	1770.999	2675.568	2530.701	1469.176	1704.195	3055.286	3276.898
ENSG00000177666	PNPLA2	1768	2301.999	4451.362	7617.966	3308	5216.999	1167.061	1312.069
ENSG00000177669	MBOAT4	1	0	2	0	0	0	1	1
ENSG00000177673	C2orf57	0	0	0	4	0	0	1	0
ENSG00000177674	AGTRAP	657	645.001	10428.831	12045.913	4260	5068	823.999	1090.019
ENSG00000177675	CD163L1	28	7	17	10	41	35.999	230	201.999
ENSG00000177679	SRRM3	2	4	1618.612	2472.008	50	73	383	497.043
ENSG00000177683	THAP5	1843	1346.567	727.377	563.149	1609	2128.431	2710.38	2657.955
ENSG00000177684	DEFB114	0	0	0	0	0	0	0	0
ENSG00000177685	EFCAB4A	2246.028	2426.001	1596.468	2634.124	2150	3754	302	368
ENSG00000177688	SUMO4	0	19	7.002	0	0	9	16	9
ENSG00000177689	MAGEB10	0	0	1	0	38	26	0	0
ENSG00000177692	DNAJC28	35	25	93	66	71	162	98	54
ENSG00000177693	OR4F4	0	0	0	0	0	0	0	0
ENSG00000177694	NAALADL2	25	21	12	8	27	24	232.006	282.999
ENSG00000177697	CD151	2047.998	1998.999	15859.616	16521.238	10793.001	11839.001	6084.763	8343.368
ENSG00000177699	RP11-16K12.1	262	278	0	1	0	0	2.001	3
ENSG00000177700	POLR2L	7167	10058	6465.659	5712.248	12295.305	9546	930	1561
ENSG00000177706	FAM20C	0	0	1679.236	2002.046	0	0	419.999	711
ENSG00000177707	PVRL3	0	0	2799.908	1261.41	0	0	944.023	1068.041
ENSG00000177710	SLC35G5	13	8	2	6	0	0	4.415	4
ENSG00000177721	ANXA2R	426	389	11	13	462.183	390.929	116	147
ENSG00000177725	AC105206.1	0	6	16	6	12	11	37	50
ENSG00000177728	KIAA0195	3881	4609.999	8415.967	12266.678	2944.999	3550.002	3786	3998.824
ENSG00000177731	FLII	10004	11272.001	36351.287	41098.548	6358.998	7574	11110.113	17638.388
ENSG00000177732	SOX12	1200	1759.086	2225	4208.125	2161	1866	994	1072.324
ENSG00000177733	HNRNPA0	15765.462	20156	14861.889	18739.17	9466	13099	7742.568	8355.525
ENSG00000177736	RP11-474P12.3	3	0	20	32.011	5	0	13.033	12
ENSG00000177738	CTD-2201E18.3	427	386.143	25.005	39	207.816	218.071	356.583	411.777
ENSG00000177752	YIPF7	0	0	2	1	1	0	1	1
ENSG00000177757	FAM87B	0	6	0	0	0	0	6	9
ENSG00000177764	ZCCHC3	2714.03	4064.796	2638.877	4390.294	2618.073	3648.624	376.529	559.676
ENSG00000177770	CDKN2AIPNLP1	0	0	0	0	0	1	0	0
ENSG00000177776	RPS2P2	2	0	9.573	1.215	0	0	0	1
ENSG00000177788	RP5-1061H20.4	6	0	8.025	5	337	297	49	37
ENSG00000177791	MYOZ1	106.989	76.104	332.981	284.752	6	7	38	27
ENSG00000177800	TMEM78	0	0	1	0	0	0	0	0
ENSG00000177803	RP11-606P2.1	0	0	0	0	0	0	0	0
ENSG00000177807	KCNJ10	3	0	336.759	377	0	0	11.447	11.017
ENSG00000177820	AC004917.1	104.515	401.818	245.227	288.228	1121.722	1494.201	0	0
ENSG00000177822	AC108142.1	0	0	810.001	1022.004	0	1	0	0
ENSG00000177830	CHID1	2392	2547.011	5737.367	6809.217	3933.001	4288.999	1363	2072.001
ENSG00000177839	PCDHB9	14	12	163.44	205.753	0	0	470.007	373.786
ENSG00000177842	ZNF620	298	322	759.162	577.348	373.925	371.002	808.805	860.993
ENSG00000177853	ZNF518A	2988.001	2251.001	2839.034	1330.286	3632.001	4618	4999	4451.263
ENSG00000177854	TMEM187	475	464	1661.001	1598.006	298	384	1028	1305.092
ENSG00000177855	CACYBPP2	4.169	0	2.399	0	2.065	1.036	8.42	0
ENSG00000177868	CCDC23	527	496	971	494.098	923	1335	899.072	945.142
ENSG00000177873	ZNF619	619	566.999	526.778	434.657	968	1122.127	691.002	658.024
ENSG00000177875	C12orf68	0	0	457.025	411	1	0	16	34
ENSG00000177879	AP3S1	2592.001	1943	2427.808	1322.001	3432.002	3880.999	5788.799	4929.513
ENSG00000177885	GRB2	25080.947	24507.001	5574.496	6429.498	13466	16435.578	15957.374	19199.013
ENSG00000177888	ZBTB41	564	523	380	181	894	1146	3607	2774
ENSG00000177889	UBE2N	19290	18304.999	11181.913	4970.942	15632.984	13295.473	8790.52	8404.778
ENSG00000177910	SPATA31C2	0	0	44.684	76.566	5	44	0	0
ENSG00000177917	ARL6IP6	2176	1970	5684.589	4517.344	2877	3588	3444.998	4044.011
ENSG00000177932	ZNF354C	0	0	340	218	4	24	997.002	1106
ENSG00000177938	CAPZA3	0	0	0	0	0	0	0	2
ENSG00000177943	MAMDC4	870.968	1044	682.095	1196.462	1303	1912.825	907.018	1478.097
ENSG00000177946	CENPBD1	719	940	684.474	584.138	1866	2643	1843.202	2277.004
ENSG00000177947	ODF3	0	0	0	0	0	0	1	0
ENSG00000177951	BET1L	5036.966	5130.927	10953.998	11009.481	5826.044	6196.637	3084.429	3218.774
ENSG00000177954	RPS27	60305.635	65283.684	18084.409	10901.618	42191.088	39987.989	25298.699	25532.533
ENSG00000177963	RIC8A	8552	9312	10711.681	11665.05	8514.002	9650.001	4818.33	6499.986
ENSG00000177971	IMP3	6010	6477	19879.729	17258.888	7708	9465	4329	4979.594
ENSG00000177981	ASB8	2299.999	2173.999	465.001	348.005	1673	1879	2331.913	2668.243
ENSG00000177984	LCN15	0	9	20	21	4	22	0	2
ENSG00000177989	ODF3B	1518.476	1348.329	18	34.001	0	0	5	13.031
ENSG00000177990	DPY19L2	8.308	0	316.758	152.46	3	12	108.862	93.912
ENSG00000177992	SPATA31E1	0	0	14	22	0	0	0	0
ENSG00000177993	ZNRF3-AS1	0	1.001	1	0	0	3.002	4.006	3
ENSG00000177994	C2orf73	0	0	0	0	0	0	1	0
ENSG00000178015	GPR150	104	72	21	31	0	0	14	4
ENSG00000178021	TSPYL6	0	0	0	0	1067	1138	0	1
ENSG00000178026	FAM211B	33	21.999	2338.002	2900.523	158	228	138	139
ENSG00000178028	DMAP1	4178	4377.002	4357.654	4866.394	3536.001	4263	4038.032	4542.015
ENSG00000178031	ADAMTSL1	4	17	207.001	185.001	0	0	55	48
ENSG00000178033	FAM26E	0	0	35	21.684	3	26	75	12
ENSG00000178035	IMPDH2	24652.935	23438	32015.465	26190.591	25747.035	25944	11284.336	15520.215
ENSG00000178038	ALS2CL	0	0	1291.011	1752.148	6	5	1857.999	2052.999
ENSG00000178053	MLF1	12	10	1196.444	652.024	1345.035	2000	1785.001	1654
ENSG00000178055	PRSS42	0	0	7	2	0	0	1	1
ENSG00000178057	NDUFAF3	3608	4075.998	2252.73	2142.103	2638	2725.001	671.999	972.999
ENSG00000178074	C2orf69	1336.217	1296.661	1030.905	945.412	770.384	1171.244	2274.542	1864.142
ENSG00000178075	GRAMD1C	460	286	79.001	35	4	0	155.999	122
ENSG00000178078	STAP2	1277.999	1202.302	2672.274	2041.468	313.021	437	2906.897	3088.026
ENSG00000178081	ULK4P3	1.745	0	173.407	132.964	0	0	5.002	24.083
ENSG00000178082	TWF1P1	0	0	0	0	0	4.605	5.249	2.519
ENSG00000178084	HTR3C	0	0	5	7	0	1	0	1
ENSG00000178093	TSSK6	268	276	767.999	1010.105	280	213	107.954	184
ENSG00000178096	BOLA1	662	720	877	1070.935	17	48	1077.257	1652.004
ENSG00000178104	PDE4DIP	1586.601	1583.622	4620.074	3068.47	29078.166	35928.78	10508.967	12153.682
ENSG00000178105	DDX10	2296	2089	2726.195	1356.291	3713	4479.001	1960.112	2167.024
ENSG00000178107	RP11-998D10.4	0	0	0	4	0	0	0	0
ENSG00000178115	GOLGA8Q	0	0	0	1.022	0	0	117.909	103.019
ENSG00000178125	PPP1R42	0	0	4	1	0	0	8.002	4
ENSG00000178127	NDUFV2	14987.85	12897.707	4521.684	2244.619	15440.451	19413.668	3949.925	4290.368
ENSG00000178130	FAM27L	0	0	0	0	0	0	0	0
ENSG00000178146	RP1-232L22__B.1	0	0	0	0	0	0	0	0
ENSG00000178149	DALRD3	1714.999	1963	6532.414	6544.729	1050.999	1611.999	1687.999	2057.87
ENSG00000178150	ZNF114	361.303	346	705	491.033	0	1	780.15	908.069
ENSG00000178162	FAR2P2	606	480	2112.448	1528.611	452.052	737.852	62.854	71.681
ENSG00000178163	ZNF518B	2345	1968	987.266	546	5687	6635	0	1
ENSG00000178171	AMER3	3.004	0	65.066	28	0	4	0	2.008
ENSG00000178172	SPINK6	0	1	0	0	0	0	0	0
ENSG00000178175	ZNF366	4	0	0	0	0	0	1	1
ENSG00000178177	LCORL	561	605	759.001	366.464	1055.999	1746	1587	1635.007
ENSG00000178184	PARD6G	196	183	3149.372	2738.371	96	166	558.993	533.91
